# File: All_Surveys_v11-free-cla_m.detections-full
# 
# Creation time: 2021-03-02T16:40:53.000  +0100
# 
# Colors used
# 
# 0.90e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 0.60e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 
# Grid size:
# h_step:  0.1
# a_step:  0.2
# q_step:  0.2
# si_step: 0.001
# 
a e ifree Omfree omfree tperi object MPC
43.807267 0.067701 2.638 288.004 273.568 80056.455 o5p103 K15G56J
42.960454 0.018256 0.199 41.046 211.525 92637.14 o5p104 K15G58V
44.238985 0.064625 2.274 312.635 239.163 78051.166 o5p105 K15G57Z
43.772827 0.054521 1.056 19.86 183.337 80349.082 o5p106 K15G58M
46.788531 0.163797 6.674 297.586 97.434 39013.003 o5p107 K15G59G
42.842026 0.020275 1.771 138.333 153.536 103617.17 o5p108 K15G57H
43.234166 0.018592 1.338 173.212 84.763 96030.97 o5p109 K15G56S
43.388988 0.033478 1.763 114.209 124.828 89532.521 o5p110 K15G59C
46.671407 0.124246 2.397 93.168 303.703 39025.56 o5p111PD K01FJ3E
43.26388 0.06472 0.592 138.058 98.328 87743.593 o5p114 K15G58S
45.105181 0.097919 4.683 108.01 90.691 80411.59 o5p115PD K00F08F
46.611452 0.061757 10.541 280.839 140.877 44196.319 o5p116 K15G56O
43.953228 0.056352 1.0 247.589 124.116 26803.079 o5p117 K15G57R
44.11539 0.025346 1.188 16.962 339.117 22625.221 o5p118 K15G58C
43.186372 0.037387 1.76 145.61 144.262 104183.408 o5p119 K15G57O
43.887933 0.07204 0.767 56.691 306.947 26303.475 o5p120 K15G57Y
44.081049 0.091647 6.105 115.451 253.897 28178.77 o5p122 K15G58K
44.143061 0.033511 1.323 225.422 123.829 20309.498 o5p123 K15G56R
44.923397 0.049957 3.242 83.293 122.045 84400.524 o5p124 K15G57W
45.392399 0.127488 11.415 296.722 269.381 81934.815 o5p126 K15G58W
44.122829 0.066961 1.073 190.901 172.865 25448.121 o5p127 K15G56Z
43.346599 0.048029 1.461 202.443 73.076 100668.809 o5p128 K15G56Y
44.162236 0.071533 1.607 136.727 99.118 90424.62 o5p129 K15G57B
45.317068 0.105025 1.737 122.588 249.186 30119.286 o5p130 K15G56W
43.985702 0.043679 0.123 71.556 210.781 106441.843 o5p131 K15G57S
45.085222 0.044267 4.154 95.623 144.21 94323.654 o5p132 K15G59J
44.040631 0.06245 2.038 144.617 135.291 104402.807 o5p133 K15G57G
44.263544 0.079149 1.01 347.308 272.065 97939.758 o5p134 K15G58U
42.986231 0.10481 17.057 300.797 339.306 100135.36 o5p135 K15G56Q
44.165098 0.065749 0.213 346.28 303.159 108543.457 o5p136 K15G58G
44.530319 0.107015 2.749 131.161 109.488 92709.642 o5p137 K15G56K
44.034885 0.072198 1.267 297.079 4.149 4999.328 o5p138 K15G58P
46.190837 0.234329 37.961 108.448 248.064 30416.43 o5p139 K15G56H
44.981653 0.082986 2.156 284.395 42.231 14482.625 o5p140PD K05EU2N
44.691188 0.088383 1.906 303.492 14.915 10468.858 o5p142 K15G59D
45.648501 0.127597 0.653 57.485 203.43 101515.129 o5p143 K15G58Q
46.063103 0.105036 1.784 53.091 237.825 971.754 o5p144 K15G58N
43.850577 0.169621 4.139 188.933 130.525 64326.192 o5s21 K15RS1O
46.161553 0.22164 9.073 243.925 70.373 65061.711 o5s22 K15RS1G
42.782747 0.117718 10.445 271.685 14.942 56089.055 o5s23 K15RS0V
41.344404 0.112328 19.735 156.877 107.338 44083.852 o5s26 K15RS1D
40.298672 0.046592 22.434 359.083 129.923 46373.031 o5s28 K15RS1L
41.396479 0.045191 36.945 145.457 175.198 57734.851 o5s29 K15RS0O
41.476732 0.073047 35.303 143.978 118.268 44369.178 o5s30 K15RS0R
46.697461 0.203484 6.175 238.998 85.612 68742.854 o5s32 K15RR7J
41.282309 0.032129 34.172 150.22 163.149 54994.247 o5s33 K15RS0S
46.395603 0.160472 24.614 102.659 124.195 46303.271 o5s35 K15RR7C
43.257925 0.053454 4.055 189.495 94.972 56249.029 o5s36 K15RS1B
43.965842 0.136063 12.81 123.774 90.978 41403.668 o5s37 K15RS0Z
42.731716 0.047961 9.048 265.344 69.998 68066.97 o5s38 K15RS1A
44.310175 0.075014 3.67 207.975 141.726 74977.796 o5s40 K15RS1K
46.342692 0.139286 17.395 257.721 68.017 70068.849 o5s41 K15RS0Y
42.958711 0.014298 13.068 123.647 208.805 69961.678 o5s45 K15RR7G
45.083621 0.06562 4.434 225.948 93.429 69310.999 o5s46 K15RS0L
45.574017 0.059652 5.204 163.871 118.059 59645.914 o5s47 K15RS0M
41.395166 0.050936 13.118 156.378 23.391 20230.017 o5s48 K15RS0T
44.01661 0.043623 3.508 207.226 136.388 74544.62 o5s49 K15RS0Q
45.415436 0.093653 4.879 152.716 31.652 32600.347 o5s51 K15RS0P
43.627173 0.044888 6.965 247.283 213.414 109421.437 o5s53 K15MF0L
45.856836 0.157258 9.105 243.978 132.102 82859.454 o5s54 K15RS1E
46.931595 0.172673 5.553 234.899 131.65 81246.392 o5s55 K15RS1H
46.066921 0.016966 5.454 222.346 294.68 20397.225 o5s56 K15RS1C
41.356542 0.1398 34.429 147.733 16.991 16921.722 o5s57 K15RS0W
41.366741 0.126217 21.839 152.161 351.096 9837.658 o5s58 K15RS0N
42.530769 0.128199 41.524 124.705 320.31 96539.32 o5s60 K15RS1N
44.942197 0.117225 4.722 181.434 321.703 18073.136 o5s61 K15RS1P
47.037342 0.115557 3.653 161.871 223.355 90776.724 o5s62 K15RS0U
43.928937 0.134472 23.212 112.444 19.244 15444.418 o5s63 K15RS0X
45.800013 0.150937 10.874 253.644 258.252 22567.67 o5s64 K15RS1M
46.095039 0.175849 8.035 245.197 162.432 93926.099 o5s66 K15RS1F
46.131138 0.175338 11.191 254.611 233.527 13948.269 o5s67 K15RS1J
44.788508 0.175179 18.193 107.354 128.016 47849.064 o5t16 K15RR9Y
42.977698 0.086688 19.581 286.024 356.487 54969.54 o5t18 K15RS0F
42.848904 0.111638 14.976 281.973 315.972 45382.918 o5t19 K15RR9N
42.631343 0.055064 3.853 166.727 109.556 52328.536 o5t20 K15RS0G
46.215536 0.13212 5.511 246.63 58.583 64967.972 o5t23 K15RR9U
44.953035 0.106538 3.788 153.165 160.831 65817.353 o5t24 K15RS0H
43.287838 0.047137 2.101 191.834 76.625 52082.026 o5t25 K15RS0C
43.171971 0.042632 15.64 278.243 30.242 62280.151 o5t26 K15RR9X
43.908403 0.079004 3.232 169.695 61.37 43810.227 o5t27 K15RR9W
45.46821 0.139011 3.122 184.306 31.183 42418.517 o5t28 K15RR9V
44.071036 0.061603 2.259 235.47 10.953 48209.983 o5t29 K15RR9P
43.790469 0.072712 3.39 145.009 84.048 42910.347 o5t30 K15RS0B
44.38549 0.083882 2.352 201.078 24.483 43963.221 o5t31 K15RO5T
43.791251 0.035099 2.5 239.095 2.903 45664.272 o5t32 K15RR9T
44.206582 0.033104 2.193 184.733 107.129 61276.588 o5t33 K15RR9L
46.74618 0.170748 3.763 227.614 330.797 39385.368 o5t36 K15RR9Q
44.21083 0.083251 2.591 178.495 18.674 35037.414 o5t37 K15RR9R
45.354067 0.066792 2.718 207.562 11.953 41081.445 o5t38 K15RS0J
45.492119 0.062713 1.615 198.55 130.596 72726.821 o5t39 K15RR9O
44.165219 0.039113 2.413 188.685 260.515 106871.661 o5t40 K15RR9S
44.310073 0.043379 1.983 210.167 282.423 13325.614 o5t41 K15RS0E
44.648511 0.108996 1.995 226.593 298.143 25781.206 o5t43 K15RS0D
43.559724 0.070802 4.023 242.455 246.081 12311.498 o5t44 K15RR9Z
44.106759 0.06404 1.748 185.009 266.826 108397.523 o5t45 K15RR9M
44.850951 0.095994 2.761 225.023 243.825 5916.475 o5t49 K15RS0A
45.404657 0.062657 23.718 271.594 237.788 18832.64 o5t58 K15RS0K
42.664194 0.01374 0.865 159.729 131.703 63370.416 K02O20 K02PH0V
44.884435 0.074492 4.807 229.952 225.207 10814.17 K02O32 K02PH0W
43.013603 0.030375 1.703 68.838 87.851 26963.118 K02O40 K02PH0Y
44.701614 0.058885 4.531 226.555 329.197 40636.179 K02O43 K02PH1C
42.653669 0.041347 1.44 130.235 26.216 26449.539 K02P32 K03QB3Z
44.34481 0.075723 1.089 57.256 358.478 104788.29 K02P41 K02PH1A
47.196094 0.22387 29.822 102.111 262.002 30420.334 L3h04 K03H56X
42.603511 0.036813 1.599 268.365 300.846 75954.552 L3h05 K03H56Y
44.046269 0.071521 2.713 168.083 25.375 74897.734 L3h09 K03H57C
44.038284 0.087995 1.335 232.537 226.247 49886.44 L3h13 K03H57H
43.612247 0.032259 1.611 254.636 285.277 70706.911 L3h18 K03H57G
44.172946 0.099792 8.649 271.229 180.183 47640.75 L3h20 K03H57E
42.618486 0.09616 3.659 197.433 21.985 44885.512 L3q02PD K01QT8B
46.240214 0.143316 4.852 217.86 150.201 92130.805 L3q04PD K02PH0T
44.09413 0.039735 2.429 120.847 250.306 90024.196 L3q06PD K01QT8J
44.149407 0.027473 2.666 184.184 118.623 69926.833 L3q09PD K01QT7X
42.499691 0.042082 3.424 164.768 66.169 38099.315 L3s01 K03SV7N
42.628892 0.079517 29.06 105.625 188.772 56311.358 L3s03 K03SV7Q
44.539192 0.102684 3.384 183.797 238.868 75155.014 L3w02 K03T58G
44.601729 0.137024 17.809 335.506 67.175 68371.714 L3w04 K03YH9O
41.670036 0.145614 22.006 193.483 287.809 78004.899 L3w05 K03YH9K
44.403546 0.086433 1.367 212.987 107.692 47264.575 L3w08 K03T58J
45.171151 0.104183 0.566 249.402 64.609 46336.764 L3w09 K04XJ0X
43.54218 0.045554 9.57 173.207 224.681 66042.257 L3w10 K03T58L
43.077562 0.064746 1.52 332.082 223.251 8606.235 L3w11 K03T58K
43.581905 0.044 3.343 43.337 40.623 68115.654 L3y01 K03YH9X
46.748788 0.159734 3.545 42.549 313.057 48578.326 L3y03 K03YH9U
43.584991 0.022311 1.89 5.257 127.172 83031.2 L3y05 K03YH9S
47.100586 0.222043 14.009 13.309 66.388 67523.448 L3y09 K03YH9V
43.719581 0.048039 8.353 115.299 30.974 60818.0 L4h01PD J93F00W
43.887907 0.078 0.567 276.408 248.264 64323.724 L4h12 K04H79K
42.108694 0.07351 18.506 141.772 308.424 40644.89 L4h16 K04H79L
44.316254 0.098046 1.68 308.352 189.334 53080.915 L4j01 K04H79E
43.269131 0.025466 0.435 196.598 349.402 64247.339 L4j02 K04H79F
44.199894 0.02298 2.277 305.2 206.479 56531.438 L4j03 K04H79G
46.398509 0.160639 0.745 242.987 246.206 52349.318 L4j05 K04H79C
45.940983 0.032046 1.606 132.646 163.164 103621.256 L4j07 K04H79D
43.25925 0.060099 10.154 147.671 92.428 77460.66 L4j10 K04H79H
44.961294 0.060941 1.532 170.406 336.724 54728.863 L4j12 K06J58V
44.359851 0.049814 2.863 189.698 272.577 43096.423 L4k02 K04K19E
44.122544 0.063475 1.828 182.943 335.436 57567.58 L4k03 K04K19F
43.272025 0.021635 2.724 192.407 300.706 49274.8 L4k04 K04K19G
42.388028 0.14267 6.603 171.522 214.894 19445.363 L4k10 K04K19K
40.771605 0.117209 37.502 202.803 227.101 21298.918 L4k12 K04K19H
46.238529 0.12464 8.397 149.852 246.705 25871.609 L4k13 K06J58U
45.580328 0.131303 1.578 270.179 202.261 46405.873 L4k15PD K03L07B
46.967058 0.235428 25.653 141.302 44.097 63402.637 L4k17 K04K19J
41.470909 0.105883 22.669 188.197 37.99 62529.739 L4k19 K05JI6B
43.120301 0.041955 0.406 43.228 350.386 3955.289 L4m03 K04M08T
47.234126 0.175028 25.647 12.631 192.311 55715.866 L4m04 K04M08V
44.856425 0.081796 2.049 35.296 320.436 99552.576 L4n04 K04M08U
42.983289 0.04115 2.099 215.329 260.883 22382.759 L4p01 K04PB7T
42.817224 0.014613 1.754 239.454 43.147 67635.066 L4p02 K04PB7U
46.068915 0.153431 5.44 220.339 328.481 47460.46 L4p03 K04PB7V
43.620105 0.06023 0.094 284.758 145.343 8593.727 L4p05 K04PB7W
43.835336 0.083322 0.721 122.206 26.812 33162.36 L4p06PD K01QT7Y
44.282728 0.064421 2.122 236.253 310.529 43125.412 L4p08PD K01QT7Z
44.260877 0.099653 2.448 54.815 50.646 20334.037 L4p09 K04PB7X
43.030054 0.114461 22.83 59.895 110.367 37667.401 L4q03 K04Q29D
40.877929 0.083725 23.558 280.484 1.034 52185.708 L4q05 K04Q29E
46.518611 0.022323 5.689 221.113 321.794 40159.245 L4q09 K00P30D
45.984694 0.120138 0.766 64.512 87.386 33314.552 L4q11 J99O04M
42.640563 0.041033 2.747 98.216 147.545 52710.489 L4q15 J99O04N
44.946946 0.06478 1.848 82.947 48.783 25050.858 L4q16 K04Q29F
43.951488 0.07395 1.442 167.723 149.967 54396.073 L4v03 K04VD1C
46.324366 0.122529 3.147 274.2 359.557 44415.981 L4v14 K04VD1D
45.735469 0.035346 1.532 248.332 127.177 46479.072 L5c02 K06C69H
42.714559 0.046659 1.615 64.97 5.834 56740.327 L5c03 K05C81E
45.440829 0.077212 2.143 213.383 287.704 81874.169 L5c06 K07C79Q
43.397612 0.102835 9.051 226.12 111.757 35521.976 L5c07PD K05XA0U
45.325142 0.066507 4.6 207.307 201.404 55270.265 L5c10PD J99CB9J
47.148903 0.218764 20.584 37.672 354.692 52110.897 L5c14 K07C79R
44.159105 0.035816 2.823 209.089 169.762 44756.669 L5c18 K07C79S
44.980389 0.063039 0.715 257.006 344.718 3531.602 L5c20PD K02CM4Z
44.126005 0.068045 4.129 230.439 316.461 92193.042 L5c21PD K05ET6E
43.990748 0.084744 1.622 227.8 288.348 81423.164 L5c22 K07DA1S
44.17195 0.065197 2.126 92.739 254.723 36481.395 L5c24PD J99CF3U
42.777915 0.046152 1.685 306.353 194.19 46847.807 L5i01 K06HC3A
46.012882 0.216135 9.123 321.763 247.34 66258.629 L5i02PD K01K76W
43.898185 0.145688 22.421 161.233 14.429 57052.309 L5i03PD K01K77O
44.077094 0.068484 1.836 252.604 162.15 24869.436 L5i05 K05JI5Y
44.635916 0.094308 2.695 318.153 254.458 66861.403 L5i08 K05JI6J
44.314082 0.067189 6.269 337.84 203.667 60858.99 L5j03 K05L54A
43.689694 0.047521 1.269 28.042 156.631 60541.746 L5j04 K05L54B
42.027544 0.106671 25.864 213.41 312.918 24235.56 L5s01PD K04S60B
46.198229 0.146393 8.539 200.858 342.504 98884.655 L7a04PD K02CO8Y
43.681525 0.045164 6.494 39.941 19.978 58476.771 L7a05 K05B49V
43.499576 0.042456 0.875 270.394 252.718 87660.748 L7a06 K06WK6F
44.080188 0.07818 0.987 274.785 179.136 68074.335 L7a07 K05B49W
47.045919 0.147499 20.677 207.418 57.827 18502.074 L7a11PD K00CA5O
40.385613 0.038584 18.656 15.057 21.488 27410.864 HL6r1 K07RV4L
42.599421 0.027342 20.034 139.124 54.731 33729.986 HL6r5 K06Sf5E
43.197883 0.077006 17.604 187.441 122.053 65149.51 HL6r6 K06Sf5F
45.547957 0.160926 27.609 14.386 341.377 36258.601 HL7c2 K07F51M
46.096206 0.156517 26.639 170.215 51.728 48812.282 HL7p3 K07RW6X
43.181427 0.158914 20.49 255.545 76.588 59873.2 mah07 K12UH7N
43.548763 0.058274 17.878 201.744 59.361 43990.595 mah12 K12UH7M
41.562084 0.035094 17.878 231.487 342.886 22542.167 mah13 K12UH7O
40.737407 0.092034 28.799 190.23 152.597 51996.797 mal24 K11Uf2K
46.250117 0.147643 4.503 165.285 138.377 58270.138 mal36 K11Uf2A
42.43268 0.098398 5.967 297.715 330.944 43456.458 mal37 K11Uf1X
45.382779 0.131928 12.045 144.412 118.832 46961.974 mal38 K11Uf2M
43.408021 0.070503 4.045 228.395 59.356 50639.411 mal39 K11Uf2C
43.048298 0.070517 7.139 280.698 343.715 43929.543 mal40 J99RL5U
44.061145 0.06395 2.481 236.943 79.521 58648.018 mal42 K01RE3Z
43.362997 0.06684 3.908 272.856 348.214 43238.873 mal43 K11Uf1V
42.603289 0.116416 13.951 300.968 101.214 75304.677 mal44 K11Uf2H
43.839053 0.165471 4.17 269.505 118.172 74173.18 mal46 K11Uf1W
46.451 0.15503 4.0 197.056 35.887 40158.17 mal48 K11Uf2G
43.02836 0.083076 12.221 163.313 57.033 32305.258 mal49 K11Uf2L
42.030971 0.029441 27.907 320.535 150.955 94556.742 mal50 K11Uf2J
44.217924 0.06418 3.427 201.799 174.177 75286.666 mal51 K11Uf1Y
43.940956 0.030894 2.447 223.805 145.759 73617.814 mal52 K11Uf1U
45.41369 0.052319 5.858 249.365 116.948 75027.845 mal53 K11Uf2D
43.495764 0.055618 14.738 284.669 252.608 19787.907 mal54 K11Uf2B
45.535456 0.05315 2.687 197.745 16.842 31494.864 mal55 K11Uf1Z
45.069927 0.011888 3.577 204.021 296.494 6484.545 mal56 K11Uf2F
47.879267 0.160826 3.332 229.795 144.107 79920.003 mal58 K11Uf2S
43.495625 0.111878 24.142 137.806 2.363 7508.573 mal59 K11Uf2E
