# File: All_Surveys_v11-free-cla_m.detections-full
# 
# Creation time: 2021-03-02T16:40:53.000  +0100
# 
# Colors used
# 
# 0.90e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 0.60e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 
# Grid size:
# h_step:  0.1
# a_step:  0.2
# q_step:  0.2
# si_step: 0.001
# 
          a          e        i    ifree     Omega    Omfree     omega    omfree        tperi    cl      object       MPC  
  43.138056   0.067176    5.127    3.283     67.26   339.422   107.095   114.676    90937.694   cla      o5d109   K15VH1K  
  43.569789   0.027873    4.209    2.452    97.131    23.311   159.968   149.979    13406.562   cla      o5d110   K15VH3R  
  44.166666   0.066453    2.883    1.116    87.665     0.865    67.105    66.574    86611.429   cla      o5d111   K15VH3G  
  42.722706   0.051174    5.284    3.261    79.103     5.671   144.573   142.396   106721.265   cla      o5d112   K15VH3N  
  46.659301   0.066506    2.647    1.973    48.571   274.596    63.409    100.83    74875.168   cla      o5d113   K15VH0X  
  44.250333   0.086742     4.19    2.832    56.698   310.302   248.742   267.423    28560.399   cla      o5d114   K15VH0Z  
  43.719887   0.030958     2.63    0.812     86.84     6.632    136.88   132.291   108126.266   cla      o5d116   K15VH1N  
  45.166734   0.066019    5.659     6.62   209.659   130.973   107.743    94.734    31072.265   cla      o5d117   K15VH1R  
  44.717917   0.087277    1.762    0.266    81.205   275.457   225.487   301.384    28940.064   cla      o5d119   K15VH3E  
  45.758865   0.039598    1.038    2.522   231.971   164.095    99.449    73.603    33758.141   cla      o5d120   K15VH0W  
  43.922765   0.054225    2.432    3.209   183.671   131.297    95.601    61.919    20276.692   cla      o5d121   K15VH3M  
  43.823329   0.066751    3.699    2.091   105.313    36.948   178.828   161.737    22028.351   cla      o5d122   K15VH2E  
  43.865259   0.067177    2.878    2.846   156.383   107.367    20.504   343.792    92554.846   cla      o5d123   K15VH2H  
  45.589245   0.133466   11.815     12.7   212.045   125.384    97.575    90.951    30873.803   cla      o5d124   K15VH3S  
  44.358855   0.041054    1.485    0.372     97.62   139.504    99.309   329.152   100765.748   cla      o5d125   K15VH2W  
  45.444416   0.033488    1.592    0.347    80.699   251.448    82.116   178.743    91226.375   cla      o5d126   K15VH2R  
  44.013576   0.087374    3.429    2.144   118.826    58.674   164.072   137.671    21927.095   cla      o5d127   K15VH2G  
   43.38753   0.067142    2.292    0.491    89.552    35.306   125.837     97.64   104614.849   cla      o5d128   K15VH3F  
  43.885748   0.055932    3.423    1.942   110.599    47.643    99.498    76.627   104145.539   cla      o5d129   K15VH3P  
  43.312315   0.153314   22.648   20.989    54.484   330.408   117.487   119.908    88518.932   cla      o5d130   K15VH3J  
  43.816393   0.079197    2.389    0.584    83.597   352.635   171.556   177.126    12902.988   cla      o5d131   K15VH1B  
  43.983217   0.089078    1.826    0.162    81.367   281.185   111.368   185.195    97361.243   cla      o5d132   K15VH1E  
  43.998766    0.10122    2.044    0.259    85.932   355.958   100.656   104.187    94867.435   cla      o5d133   K15VH1M  
  46.848144   0.043831    1.599    0.516   115.696   100.117    30.236   308.655    86562.246   cla      o5d134   K15VH1L  
    44.1965   0.071842    1.746    1.116    50.391   250.588   207.533   279.872    13054.386   cla    o5d135PD   K04VD1B  
  45.625735   0.051375    2.022    1.438    48.612   261.226   223.323    277.47    15475.273   cla      o5d136   K15VH2N  
  44.293163   0.086208    2.826    1.575   117.986    63.894    89.519    55.633   103080.398   cla      o5d137   K15VH1Z  
  45.212774   0.106281    6.566    7.292   200.927   121.662    79.725    67.106    20497.168   cla      o5d139   K15VH1X  
  46.259304     0.0488    0.592    1.685   180.466   159.506    86.846    12.457     12822.91   cla      o5d140   K15VH2S  
  45.355308   0.144184    3.475    4.778   225.481   147.945    50.655    35.842    19854.848   cla      o5d142   K15VH2P  
  46.739309   0.139412    4.071    2.489   105.243    13.846   138.502   133.066     4733.989   cla      o5d143   K15VH2C  
  45.175817   0.181681   27.491     28.6   221.623   132.348    353.46   350.763    52667.321   cla       o5m32   K15KH6B  
  42.128501   0.106877    9.355    7.818   108.222    53.684   138.944   127.529    60389.442   cla       o5m34   K15KH5B  
  45.442556   0.161168   19.273   17.742    70.214   335.612   146.109   148.196     53343.82   cla       o5m37   K15KH5V  
  42.945949   0.103071   13.022   11.145    94.366    18.814   161.086   158.271    61716.325   cla       o5m39   K15KH5Q  
  40.283508   0.070826   17.585   15.296   216.238    24.124   315.408   312.056    41903.761   cla       o5m41   K15KH5H  
  46.004189    0.18562   26.236   27.206   219.482   127.585     58.26     55.32    66378.048   cla       o5m42   K15KH5D  
  41.967208   0.104855   11.034   13.015   204.881   148.739    85.527     79.01     69393.24   cla       o5m43   K15KH6C  
  46.276199   0.148054    6.352     4.88   117.364    29.113   115.561   108.384    56744.054   cla       o5m44   K15KH5W  
  46.135772   0.151975   11.513    9.903      85.8   349.368    178.14    179.65    63549.143   cla       o5m46   K15KH6D  
   45.21637   0.181499    8.605    8.696   179.371     98.62   347.787   336.606    41824.741   cla       o5m50   K15KH5F  
  40.368908   0.086383   31.003     32.6    68.881   228.357    57.956    61.551     32151.84   cla       o5m51   K15KH5O  
  45.735173   0.121787    7.222    6.451   149.888    68.492   123.704   111.381    66883.536   cla       o5m53   K15KH5E  
  44.809564   0.127552    8.637    7.658   140.528    60.114   151.621   141.703    71629.095   cla       o5m56   K15KH5L  
  43.334684   0.072315    8.772    9.049   174.469   104.361   121.932   109.883    73446.603   cla       o5m59   K15KH5A  
  43.930046   0.048224    7.065    7.319   177.088   105.141    99.184    84.961    68517.148   cla       o5m62   K15KH5U  
  46.474915   0.081091    8.251    7.126   137.874    50.528    83.146    74.399    53661.693   cla       o5m64   K15KH5M  
  44.826889   0.125153   10.615   11.014   189.414   107.817   123.145   114.282    76172.387   cla       o5m65   K15KH5P  
  44.517875   0.049318    7.676    8.437   199.387   121.424    80.367    69.225    68789.755   cla       o5m66   K15KH5Y  
   45.30139   0.068557    7.125    5.484   102.418    13.421    78.418     75.28    42767.289   cla       o5m68   K15KH5T  
   43.46603    0.07609     7.33    7.382   167.416    98.817   314.039   299.477    26098.888   cla       o5m73   K15KH5G  
  45.285244   0.104266    7.691    6.067   104.957    16.418    38.698    35.154    33519.573   cla       o5m74   K15KH5S  
  44.294459    0.14402    6.198    5.893   159.869    88.279   177.642    161.18    82979.063   cla       o5m75   K15KH6A  
  46.224555   0.209836   29.792   28.372    66.499   329.827   264.101    265.75    80807.857   cla       o5m76   K15KH5C  
   45.68146   0.072032    5.896    4.544   123.739    40.843     9.472   358.875    27659.336   cla       o5m77   K15KH5X  
  45.144517   0.142982    8.827    8.268   156.958    76.025   317.372   306.648    25581.884   cla       o5m80   K15KH5K  
  42.922417   0.116125   39.451   37.562    61.662   342.905     7.257      8.17    13195.675   cla       o5m81   K15KH5J  
  47.278648   0.121956   12.766    11.18    93.475   354.355   249.113   249.822     88614.32   cla       o5m82   K15KH5N  
  44.072938   0.101703   15.626   16.641   209.112   127.316   158.717   153.463     92964.06   cla       o5m83   K15KH5R  
  46.944186   0.194351   18.674   17.229     72.81   333.223    316.97   319.227   105517.473   cla       o5m87   K15KH5Z  
  41.855659   0.147566   17.416   15.375    28.309   323.034    217.54   222.521    66120.803   cla      o5p029   K15G58A  
  41.730588   0.170947   30.188   32.259   202.442   147.845   301.622     299.0    45222.971   cla      o5p031   K15G56P  
  40.058966   0.083414   17.778    20.17    25.761   194.175    243.54   245.526    72408.277   cla      o5p035   K15G56L  
   45.27295   0.170179    4.456    3.881    32.571   278.741   216.039   237.912    66519.324   cla      o5p040   K15G57P  
  43.984538   0.109574    4.429    3.179    49.714   303.771   174.536   194.156    62199.817   cla      o5p041   K15G58B  
  44.030127   0.094714     2.38    1.274    54.894   280.973   152.124   199.451    57622.182   cla      o5p044   K15G57K  
  42.886475   0.075704     4.57    2.817    56.295   323.856   175.488   190.323    63472.409   cla      o5p045   K15G59B  
  45.633116   0.180837   14.365   14.594   188.045   101.122   316.985   310.415    44454.214   cla      o5p047   K15G57X  
  42.757315   0.060993    5.019    3.478    43.941   309.957   184.501   202.477     62862.98   cla      o5p050   K15G58Z  
  42.991146    0.06947    2.468    0.558    73.033   333.635   168.401   189.007    65926.715   cla      o5p052   K15G59F  
  44.008686   0.081428     2.34     0.56    88.481     8.316   129.949   123.615    60633.191   cla      o5p053   K15G58R  
  43.952579   0.082223    3.127     1.34    83.636    354.04   143.632   147.043    63355.433   cla      o5p055   K15G58F  
  44.126249   0.079469     2.38    0.834    71.139   308.255   121.604   157.376    54931.774   cla      o5p056   K15G57U  
  42.654276   0.046178     2.83    1.131     55.08   302.959   160.474   197.936    60616.717   cla      o5p058   K15G56N  
  44.206468   0.076769    1.481    2.244   174.609   138.755    40.287   348.588    59874.469   cla      o5p059   K15G57C  
  43.895415   0.077717    1.938    0.967    56.155   263.178   184.282   251.413    66541.683   cla      o5p061   K15G57A  
  44.344853   0.101501    4.031    2.721    55.774   307.436   197.857   218.025    68950.725   cla      o5p062   K15G59A  
  43.143128    0.04234    1.822    1.028     48.58   248.815   163.319   242.775    58954.278   cla    o5p064PD   K15HJ6Z  
  43.091272   0.052638    0.036    1.897    66.157   180.257   179.284   345.361    68555.646   cla      o5p066   K15G56E  
  43.724689   0.072896    3.911     2.12     77.14   345.728   173.702   180.297    69123.997   cla      o5p067   K15G58X  
  43.920218   0.067544    2.286    0.535    92.051    26.735    68.557    47.866     46562.48   cla      o5p069   K15G57T  
  43.519036   0.086709    3.528    2.894    28.463   273.469   108.741   140.349    40864.225   cla      o5p070   K15G56G  
  44.995731   0.108567    0.921    0.971   117.996   154.457   140.442    13.003    70240.643   cla      o5p071   K15G57Q  
  43.437722   0.046522    2.558    1.429    49.566   281.063   188.435   234.132    66386.235   cla      o5p072   K15G56U  
  43.579714   0.080702    3.259    1.422    86.714     6.543   178.859   175.165     73356.88   cla      o5p074   K15G58D  
  42.963088   0.047975    2.295    0.372    73.979   330.966    65.243    89.765    40691.168   cla      o5p075   K15G57V  
  43.811492     0.0489    2.005     2.13   153.059   119.453    81.875    30.088    65929.589   cla      o5p076   K15G56M  
  43.875937   0.068556    2.188    1.243   120.373    90.002   140.898    85.502    71959.583   cla      o5p078   K15G58T  
  47.177446    0.17451    7.759    7.615   177.068    90.738   326.299   314.393    42659.734   cla      o5p079   K01FJ3H  
  44.367794   0.059253    1.977    1.476   134.509   104.846   105.755    47.086    66826.724   cla      o5p080   K15G58L  
  43.499612   0.029099    2.188    0.333    82.986   357.997   126.966   128.664    58946.751   cla      o5p081   K15G58H  
  42.682468   0.010477    1.655    1.496    28.759   233.105   204.307   284.918    65794.214   cla      o5p082   K15G56F  
  42.950626   0.016162    2.626    2.221    22.703   257.437   224.803   271.749    68788.773   cla      o5p083   K15G57E  
  44.320626    0.07756    2.058    2.052    23.479   244.963   119.567   170.023    41179.138   cla      o5p084   K15G56X  
  45.922022   0.111322    1.453    0.239    88.908    214.52   166.448   306.583    70589.215   cla      o5p085   K15G56V  
  43.111256   0.015143    1.247    0.874    59.672   209.745   112.403   242.318    47839.375   cla      o5p086   K15G57L  
  44.526675   0.064921    2.914    2.313   141.563    88.979     7.466    330.98    42123.488   cla      o5p087   K15G58Y  
  45.707112   0.062377   11.308   10.766    26.637   285.079   167.486   175.657    54713.026   cla      o5p088   K15G56T  
  42.786579   0.030444    3.546    1.541     79.01     5.952   218.847   215.476    83363.868   cla      o5p089   K15G58E  
  43.353595   0.046327     5.26    3.626    58.064   323.703   226.253   238.482    78540.212   cla      o5p090   K15G59H  
   44.93409   0.045335    1.175    0.547    84.605   193.258   110.717   271.335    54285.019   cla      o5p091   K15G57N  
  46.317384   0.082288    2.799    2.092    47.601   276.865   125.791   161.032    48792.719   cla      o5p092   K15G57D  
  43.171089    0.03208    12.58   13.547   197.278   123.826   281.135   273.812    32887.556   cla      o5p093   K15G59E  
  44.035382   0.068574    3.223    2.088    49.879   292.558   231.849   262.558    77559.973   cla      o5p094   K15G57M  
  43.907891   0.068513    1.138    1.838   159.658   143.522   123.968    54.154    78200.767   cla    o5p095PD   K00F08G  
   46.67204   0.161086    0.811    1.714    13.634   208.005   262.585   331.605    74582.456   cla      o5p096   K15G57F  
  45.631125   0.068163    3.415    1.757    93.908     1.223   149.536   148.942    68159.814   cla   o5p098PDp   K05EU4O  
  45.617057   0.067574    3.414    1.756    93.926     1.353   149.246   148.589      68090.7   cla   o5p099PDs   -------  
  45.316115   0.119333    3.563    2.354    58.716   303.464   218.328   241.438     75954.79   cla      o5p100   K15G58J  
  44.269844   0.044617    4.264    4.092   160.302    96.573   342.363   318.187    40218.504   cla      o5p101   K15G58O  
    43.3242   0.031499    1.328    0.557    82.054   179.697    33.085   213.515    32180.518   cla      o5p102   K15G57J  
  43.807267   0.067701    3.631    2.638    41.612   288.004   245.259   273.568    80056.455   cla      o5p103   K15G56J  
  42.960454   0.018256    2.117    0.199    81.999    41.046    249.04   211.525     92637.14   cla      o5p104   K15G58V  
  44.238985   0.064625      3.7    2.274    60.792   312.635   218.672   239.163    78051.166   cla      o5p105   K15G57Z  
  43.772827   0.054521     2.83    1.056    92.411     19.86   195.919   183.337    80349.082   cla      o5p106   K15G58M  
  46.788531   0.163797    7.554    6.674    45.387   297.586    86.523    97.434    39013.003   cla      o5p107   K15G59G  
  42.842026   0.020275    1.355    1.771   137.419   138.333   231.578   153.536    103617.17   cla      o5p108   K15G57H  
  43.234166   0.018592    0.595    1.338    96.571   173.212   242.564    84.763     96030.97   cla      o5p109   K15G56S  
  43.388988   0.033478    1.977    1.763   136.882   114.209   184.632   124.828    89532.521   cla      o5p110   K15G59C  
  46.671407   0.124246    2.814    2.397     154.9    93.168   338.624   303.703     39025.56   cla    o5p111PD   K01FJ3E  
   43.26388    0.06472    1.509    0.592     96.62   138.058    221.19    98.328    87743.593   cla      o5p114   K15G58S  
  45.105181   0.097919    4.459    4.683   178.336    108.01   111.821    90.691     80411.59   cla    o5p115PD   K00F08F  
  46.611452   0.061757   10.959   10.541    25.501   280.839   132.504   140.877    44196.319   cla      o5p116   K15G56O  
  43.953228   0.056352    1.686      1.0    52.929   247.589    44.952   124.116    26803.079   cla      o5p117   K15G57R  
   44.11539   0.025346     2.93    1.188    93.865    16.962   349.286   339.117    22625.221   cla      o5p118   K15G58C  
  43.186372   0.037387    1.095     1.76   145.905    145.61   224.711   144.262   104183.408   cla      o5p119   K15G57O  
  43.887933    0.07204    2.311    0.767   101.921    56.691   347.544   306.947    26303.475   cla      o5p120   K15G57Y  
  44.081049   0.091647    5.576    6.105    185.68   115.451    270.64   253.897     28178.77   cla      o5p122   K15G58K  
  44.143061   0.033511    1.263    1.323    38.943   225.422    37.502   123.829    20309.498   cla      o5p123   K15G56R  
  44.923397   0.049957    3.833    3.242   147.858    83.293   148.217   122.045    84400.524   cla      o5p124   K15G57W  
  45.392399   0.127488   12.256   11.415    36.065   296.722   262.333   269.381    81934.815   cla      o5p126   K15G58W  
  44.122829   0.066961    0.746    1.073    71.316   190.901    19.552   172.865    25448.121   cla      o5p127   K15G56Z  
  43.346599   0.048029     0.77    1.461     35.72   202.443     321.9    73.076   100668.809   cla      o5p128   K15G56Y  
  44.162236   0.071533    1.253    1.607   148.831   136.727   174.339    99.118     90424.62   cla      o5p129   K15G57B  
  45.317068   0.105025     1.64    1.737   155.378   122.588   308.591   249.186    30119.286   cla      o5p130   K15G56W  
  43.985702   0.043679     1.83    0.123    90.026    71.556   278.684   210.781   106441.843   cla      o5p131   K15G57S  
  45.085222   0.044267    4.328    4.154   164.111    95.623   167.098    144.21    94323.654   cla      o5p132   K15G59J  
  44.040631    0.06245    1.186    2.038   170.911   144.617   195.686   135.291   104402.807   cla      o5p133   K15G57G  
  44.263544   0.079149    2.751     1.01    83.186   347.308   263.996   272.065    97939.758   cla      o5p134   K15G58U  
  42.986231    0.10481   18.135   17.057    24.696   300.797   333.899   339.306    100135.36   cla      o5p135   K15G56Q  
  44.165098   0.065749    1.975    0.213    85.855    346.28   290.906   303.159   108543.457   cla      o5p136   K15G58G  
  44.530319   0.107015    2.071    2.749   181.211   131.161   148.519   109.488    92709.642   cla      o5p137   K15G56K  
  44.034885   0.072198    2.614    1.267    61.073   297.079   326.777     4.149     4999.328   cla      o5p138   K15G58P  
  46.190837   0.234329   37.472   37.961   201.559   108.448   250.608   248.064     30416.43   cla      o5p139   K15G56H  
  44.981653   0.082986    3.057    2.156    47.822   284.395      9.69    42.231    14482.625   cla    o5p140PD   K05EU2N  
  44.691188   0.088383    3.194    1.906    59.888   303.492   348.239    14.915    10468.858   cla      o5p142   K15G59D  
  45.648501   0.127597    2.082    0.653   108.674    57.485   245.587    203.43   101515.129   cla      o5p143   K15G58Q  
  46.063103   0.105036    3.061    1.784   122.499    53.091   263.152   237.825      971.754   cla      o5p144   K15G58N  
  43.850577   0.169621    2.373    4.139   281.301   188.933   123.745   130.525    64326.192   cla       o5s21   K15RS1O  
  46.161553    0.22164    8.482    9.073   348.832   243.925    60.381    70.373    65061.711   cla       o5s22   K15RS1G  
  42.782747   0.117718   10.693   10.445   358.777   271.685     4.045    14.942    56089.055   cla       o5s23   K15RS0V  
  41.344404   0.112328   17.483   19.735   199.361   156.877   110.577   107.338    44083.852   cla       o5s26   K15RS1D  
  40.298672   0.046592   24.911   22.434   194.879   359.083   129.829   129.923    46373.031   cla       o5s28   K15RS1L  
  41.396479   0.045191   34.929   36.945   190.546   145.457   177.651   175.198    57734.851   cla       o5s29   K15RS0O  
  41.476732   0.073047   33.327   35.303   191.209   143.978   120.919   118.268    44369.178   cla       o5s30   K15RS0R  
  46.697461   0.203484     5.52    6.175   350.138   238.998    71.095    85.612    68742.854   cla       o5s32   K15RR7J  
  41.282309   0.032129   32.043   34.172   192.017    150.22   165.468   163.149    54994.247   cla       o5s33   K15RS0S  
  46.395603   0.160472   24.307   24.614   194.923   102.659   128.045   124.195    46303.271   cla       o5s35   K15RR7C  
  43.257925   0.053454    2.206    4.055   279.008   189.495    86.813    94.972    56249.029   cla       o5s36   K15RS1B  
  43.965842   0.136063   11.907    12.81   202.973   123.774    98.207    90.978    41403.668   cla       o5s37   K15RS0Z  
  42.731716   0.047961    9.108    9.048   353.771   265.344    57.134    69.998     68066.97   cla       o5s38   K15RS1A  
  44.310175   0.075014    2.276     3.67   317.162   207.975    120.55   141.726    74977.796   cla       o5s40   K15RS1K  
  46.342692   0.139286   17.121   17.395   358.484   257.721    62.615    68.017    70068.849   cla       o5s41   K15RS0Y  
  42.958711   0.014298   12.089   13.068   194.452   123.647   216.633   208.805    69961.678   cla       o5s45   K15RR7G  
  45.083621    0.06562    3.477    4.434   337.669   225.948     72.97    93.429    69310.999   cla       o5s46   K15RS0L  
  45.574017   0.059652    3.638    5.204   249.684   163.871   125.349   118.059    59645.914   cla       o5s47   K15RS0M  
  41.395166   0.050936   10.893   13.118   198.272   156.378    28.649    23.391    20230.017   cla       o5s48   K15RS0T  
   44.01661   0.043623    2.088    3.508   316.751   207.226   113.379   136.388     74544.62   cla       o5s49   K15RS0Q  
  45.415436   0.093653     3.48    4.879   232.563   152.716    44.364    31.652    32600.347   cla       o5s51   K15RS0P  
  43.627173   0.044888     6.48    6.965   346.539   247.283   198.242   213.414   109421.437   cla       o5s53   K15MF0L  
  45.856836   0.157258    8.511    9.105   347.947   243.978   122.054   132.102    82859.454   cla       o5s54   K15RS1E  
  46.931595   0.172673    4.812    5.553    348.08   234.899   115.808    131.65    81246.392   cla       o5s55   K15RS1H  
  46.066921   0.016966    4.385    5.454   331.596   222.346   280.104    294.68    20397.225   cla       o5s56   K15RS1C  
  41.356542     0.1398   32.358   34.429   191.578   147.733    19.462    16.991    16921.722   cla       o5s57   K15RS0W  
  41.366741   0.126217   19.681   21.839   195.154   152.161   354.532   351.096     9837.658   cla       o5s58   K15RS0N  
  42.530769   0.128199   40.361   41.524   195.569   124.705    322.97    320.31     96539.32   cla       o5s60   K15RS1N  
  44.942197   0.117225    3.023    4.722   273.002   181.434   320.896   321.703    18073.136   cla       o5s61   K15RS1P  
  47.037342   0.115557    2.189    3.653   246.451   161.871   236.507   223.355    90776.724   cla       o5s62   K15RS0U  
  43.928937   0.134472   22.585   23.212   194.516   112.444    23.565    19.244    15444.418   cla       o5s63   K15RS0X  
  45.800013   0.150937   10.528   10.874   356.037   253.644   249.558   258.252     22567.67   cla       o5s64   K15RS1M  
  46.095039   0.175849    7.496    8.035   351.366   245.197   150.976   162.432    93926.099   cla       o5s66   K15RS1F  
  46.131138   0.175338   10.871   11.191   357.772   254.611   225.144   233.527    13948.269   cla       o5s67   K15RS1J  
  44.788508   0.175179   17.755   18.193     192.4   107.354   133.379   128.016    47849.064   cla       o5t16   K15RR9Y  
  42.977698   0.086688   20.206   19.581      9.81   286.024   351.029   356.487     54969.54   cla       o5t18   K15RS0F  
  42.848904   0.111638   15.509   14.976     6.214   281.973   308.665   315.972    45382.918   cla       o5t19   K15RR9N  
  42.631343   0.055064    1.909    3.853   226.762   166.727   123.891   109.556    52328.536   cla       o5t20   K15RS0G  
  46.215536    0.13212    5.089    5.511   358.886    246.63    41.458    58.583    64967.972   cla       o5t23   K15RR9U  
  44.953035   0.106538    2.398    3.788   225.338   153.165   179.488   160.831    65817.353   cla       o5t24   K15RS0H  
  43.287838   0.047137    0.461    2.101   330.744   191.834     19.33    76.625    52082.026   cla       o5t25   K15RS0C  
  43.171971   0.042632   16.024    15.64     5.458   278.243    23.361    30.242    62280.151   cla       o5t26   K15RR9X  
  43.908403   0.079004    1.499    3.232   243.259   169.695    73.751     61.37    43810.227   cla       o5t27   K15RR9W  
   45.46821   0.139011    1.465    3.122   281.915   184.306    26.283    31.183    42418.517   cla       o5t28   K15RR9V  
  44.071036   0.061603    1.926    2.259    11.771    235.47   321.457    10.953    48209.983   cla       o5t29   K15RR9P  
  43.790469   0.072712     2.17     3.39   201.666   145.009   112.658    84.048    42910.347   cla       o5t30   K15RS0B  
   44.38549   0.083882    0.958    2.352   330.386   201.078   343.555    24.483    43963.221   cla       o5t31   K15RO5T  
  43.791251   0.035099    2.209      2.5     9.034   239.095   318.171     2.903    45664.272   cla       o5t32   K15RR9T  
  44.206582   0.033104     0.46    2.193   290.691   184.733    88.699   107.129    61276.588   cla       o5t33   K15RR9L  
   46.74618   0.170748    2.929    3.763   348.386   227.614   306.831   330.797    39385.368   cla       o5t36   K15RR9Q  
   44.21083   0.083251     0.83    2.591   262.853   178.495     21.87    18.674    35037.414   cla       o5t37   K15RR9R  
  45.354067   0.066792    1.457    2.718   331.948   207.562   339.855    11.953    41081.445   cla       o5t38   K15RS0J  
  45.492119   0.062713    0.531    1.615    17.399    198.55    44.536   130.596    72726.821   cla       o5t39   K15RR9O  
  44.165219   0.039113    0.717    2.413   297.849   188.685   238.668   260.515   106871.661   cla       o5t40   K15RR9S  
  44.310073   0.043379    0.997    1.983     0.222   210.167    220.39   282.423    13325.614   cla       o5t41   K15RS0E  
  44.648511   0.108996    1.491    1.995    13.183   226.593   241.095   298.143    25781.206   cla       o5t43   K15RS0D  
  43.559724   0.070802    3.566    4.023   353.443   242.455   218.758   246.081    12311.498   cla       o5t44   K15RR9Z  
  44.106759    0.06404    0.156    1.748     9.007   185.009   169.847   266.826   108397.523   cla       o5t45   K15RR9M  
  44.850951   0.095994    1.968    2.761   353.231   225.023   205.988   243.825     5916.475   cla       o5t49   K15RS0A  
  45.404657   0.062657    23.82   23.718     7.868   271.594   233.651   237.788     18832.64   cla       o5t58   K15RS0K  
  42.664194    0.01374    1.272    0.865    88.444   159.729   277.807   131.703    63370.416   cla      K02O20   K02PH0V  
  44.884435   0.074492    3.933    4.807   339.814   229.952   205.824   225.207     10814.17   cla      K02O32   K02PH0W  
  43.013603   0.030375    3.017    1.703   110.815    68.838   124.935    87.851    26963.118   cla      K02O40   K02PH0Y  
  44.701614   0.058885    3.574    4.531    336.73   226.555   308.761   329.197    40636.179   cla      K02O43   K02PH1C  
  42.653669   0.041347     1.57     1.44   119.105   130.235   112.033    26.216    26449.539   cla      K02P32   K03QB3Z  
   44.34481   0.075723    2.511    1.089   109.599    57.256    34.351   358.478    104788.29   cla      K02P41   K02PH1A  
  47.196094    0.22387   29.525   29.822   197.544   102.111   265.169   262.002    30420.334   cla       L3h04   K03H56X  
  42.603511   0.036813    2.578    1.599     35.62   268.365   247.517   300.846    75954.552   cla       L3h05   K03H56Y  
  44.046269   0.071521    1.038    2.713   234.051   168.083    46.116    25.375    74897.734   cla       L3h09   K03H57C  
  44.038284   0.087995    1.436    1.335    39.091   232.537   146.335   226.247     49886.44   cla       L3h13   K03H57H  
  43.612247   0.032259    2.098    1.611    36.306   254.636   227.668   285.277    70706.911   cla       L3h18   K03H57G  
  44.172946   0.099792    8.863    8.649     9.996   271.229   168.644   180.183     47640.75   cla       L3h20   K03H57E  
  42.618486    0.09616      1.8    3.659   291.666   197.433     1.903    21.985    44885.512   cla     L3q02PD   K01QT8B  
  46.240214   0.143316    3.703    4.852   328.776    217.86   134.523   150.201    92130.805   cla     L3q04PD   K02PH0T  
   44.09413   0.039735    2.151    2.429    162.72   120.847    295.42   250.306    90024.196   cla     L3q06PD   K01QT8J  
  44.149407   0.027473    0.911    2.666   279.566   184.184    110.48   118.623    69926.833   cla     L3q09PD   K01QT7X  
  42.499691   0.042082    1.497    3.424    215.48   164.768    87.866    66.169    38099.315   cla       L3s01   K03SV7N  
  42.628892   0.079517   28.568    29.06   176.307   105.625   192.923   188.772    56311.358   cla       L3s03   K03SV7Q  
  44.539192   0.102684     1.66    3.384   276.844   183.797   234.907   238.868    75155.014   cla       L3w02   K03T58G  
  44.601729   0.137024   19.393   17.809    66.912   335.506     65.02    67.175    68371.714   cla       L3w04   K03YH9O  
  41.670036   0.145614   19.605   22.006   250.163   193.483   286.088   287.809    78004.899   cla       L3w05   K03YH9K  
  44.403546   0.086433    0.954    1.367    37.209   212.987    11.936   107.692    47264.575   cla       L3w08   K03T58J  
  45.171151   0.104183    1.577    0.566     72.01   249.402   333.631    64.609    46336.764   cla       L3w09   K04XJ0X  
   43.54218   0.045554    7.738     9.57     255.2   173.207   226.304   224.681    66042.257   cla       L3w10   K03T58L  
  43.077562   0.064746    3.355     1.52    67.434   332.082   207.574   223.251     8606.235   cla       L3w11   K03T58K  
  43.581905      0.044     4.85    3.343   112.129    43.337    55.745    40.623    68115.654   cla       L3y01   K03YH9X  
  46.748788   0.159734    4.855    3.545   126.462    42.549   326.031   313.057    48578.326   cla       L3y03   K03YH9U  
  43.584991   0.022311    3.727     1.89    86.563     5.257   129.768   127.172      83031.2   cla       L3y05   K03YH9S  
  47.100586   0.222043   15.569   14.009   109.887    13.309    67.759    66.388    67523.448   cla       L3y09   K03YH9V  
  43.719581   0.048039     7.75    8.353   187.908   115.299    43.279    30.974      60818.0   cla     L4h01PD   J93F00W  
  43.887907      0.078    1.946    0.567    68.976   276.408   181.504   248.264    64323.724   cla       L4h12   K04H79K  
  42.108694    0.07351   16.757   18.506   202.495   141.772   313.366   308.424     40644.89   cla       L4h16   K04H79L  
  44.316254   0.098046    3.089     1.68    62.816   308.352   162.916   189.334    53080.915   cla       L4j01   K04H79E  
  43.269131   0.025466    1.484    0.435     76.66   196.598     190.8   349.402    64247.339   cla       L4j02   K04H79F  
  44.199894    0.02298    3.595    2.277    56.314     305.2   182.834   206.479    56531.438   cla       L4j03   K04H79G  
  46.398509   0.160639    1.446    0.745    68.459   242.987   156.503   246.206    52349.318   cla       L4j05   K04H79C  
  45.940983   0.032046    1.305    1.606    159.19   132.646   230.953   163.164   103621.256   cla       L4j07   K04H79D  
