Target  	JD		HVsys	HVp	HVs	sep	binary
2013HT156	2458657.475	7.690	0	0	0	0
2015VJ170	2458699.351	7.707	0	0	0	0
2015GZ57	2458894.356	7.735	0	0	0	0
2015VW172	2458791.315	7.747	0	0	0	0
2015RP279	2458790.115	7.764	0	0	0	0
2015GO58	2458871.382	7.777	0	0	0	0
2015GE57	2458847.417	7.789	0	0	0	0
2014UC230	2458752.720	7.795	0	0	0	0
2015RP281	2458719.469	7.804	0	0	0	0
2015VG169	2458775.434	7.811	0	0	0	0
2015VK169	2458697.497	7.935	0	0	0	0
2015VW168	2458779.264	8.039	0	0	0	0
2015VH169	2458675.520	8.465	0	0	0	0
